db_id,business_id,latitude,longitude,popularity,sentiment
204,-3H_6UZGWrfl8XQsm1fBmw,36.1193,-115.146,0.00023465247899393462,0.41053405382142855
220,-3wWjEQfVxRaCQG-PuKRMw,36.1,-115.07,0.00011112963271656392,0.959618446
222,-3zffZUHoY8bQjGfPSoBKQ,36.111999999999995,-115.177,0.03841037454198872,0.7342987465392349
228,-46pFijv3f2jZH-_Ze6CQA,36.1154,-115.178,0.0011862695425265274,0.63119221191
229,-47QfLVm0YvbXXz8g3RAQA,36.0845,-115.29700000000001,0.0009534588655207336,0.7004937589999999
231,-4awmS8e1IYuVbv60Ebh7Q,36.1481,-115.244,3.717964068242064e-05,0.69760729
245,-4gwgdvSq_PqOmHb70au8Q,36.1245,-115.17200000000001,0.0043838331748545685,0.44777649302475
251,-4QqBR3QGhnjPBXV471EUg,36.080999999999996,-115.242,0.001606206290936518,0.9502653034222223
252,-4QZ2rjJMD6tenizjprC1Q,36.0921,-115.20700000000001,0.0003150037224738304,0.851909655
265,-56ZkB6BOOQLf_sU0DCzbQ,36.1032,-115.29700000000001,0.0,0.9980511266666667
275,-5gSPcauy5_JCQeHiJgFmw,36.1242,-115.24799999999999,7.435928136484127e-05,0.34128066143999997
293,-5x1wc0KdABF2kfnqw-ZxA,36.1455,-115.301,5.5564816358281944e-05,0.9663028749999999
303,-6AFQalhxzBHv6flajuo_w,36.1457,-115.19,0.0009200200956345283,0.6306920965148948
311,-6g2TeogX9CCeJfU7nNKWQ,36.1154,-115.21700000000001,0.00018528426941605614,0.9936595383333334
312,-6gD8mJAEFI-YbUBygjO8A,36.126,-115.193,6.176142313868539e-05,0.45011688839999997
329,-6SFHn0zEW06XgNCKVgQjg,36.1432,-115.234,0.000747129039779279,0.780409559003125
339,-74zTQjLpOTzgvPTsN2Z8A,36.2858,-115.285,0.0012418343588848088,0.5175455035619523
375,-8aBkRmrbxnBwXEYLXwzOQ,36.1453,-115.27799999999999,6.19660678040344e-06,0.01877308807153333
390,-8O4kt8AIRhM3OUxt-pWLg,36.0858,-115.19,0.0017968685884715817,0.7913072932317794
393,-8oefCbONloutvAy9uTa-A,36.1463,-115.243,0.0,0.9999715466666667
400,-8R_-EkGpUhBk55K9Dd4mg,36.0725,-115.20700000000001,0.007315908672132073,0.6456536401327467
404,-8ZiMXZReeTD3kwEvS0Lww,36.2778,-115.287,0.0077974021990154015,0.8629158805391017
405,-90qod_jZOmv7YR2lTklGA,36.2973,-115.289,0.0001666944490748458,0.9948098166666667
406,-91Z36AdTmzIzgtMWstj8Q,36.1672,-115.286,0.0002842253332371622,0.5459928711142857
408,-95mbLJsa0CxXhpaNL4LvA,36.0553,-115.226,0.05415206412235223,0.6731591258122205
419,-9Ir5OiFiOszIgeFgalXcw,36.1179,-115.18700000000001,0.004702463234484748,0.4430319325861352
420,-9jY8blpTgfqDIkVWlE0NA,36.1563,-115.137,0.00024166766443573407,0.22470636966666668
422,-9k9fJp0g777juhHYyrMPA,36.1273,-115.198,0.0017551294983315494,0.47064942704632684
430,-9oV083HMbCnMVmFtPgFMw,35.9937,-115.26100000000001,0.00041374014162958735,0.7013482115999998
435,-9y2L9qSbqukVl8LzEOGdg,36.0994,-115.1,0.0005002879918898865,0.6077383174390909
438,-9yq6bVqOn6Uywl9KhRToA,35.9706,-115.307,0.005748371801355352,0.9657415658173076
439,-9YyInW1wapzdNZrhQJ9dg,36.1363,-115.15100000000001,0.01161524044337983,0.31656276395700483
444,-A5jntJgFglQ6zwAmOiOMw,36.1156,-115.15100000000001,0.0034780480947689874,0.43817811727475653
451,-a857YYdjzgOdOjFFRsRXQ,36.111999999999995,-115.17200000000001,0.023312059998231657,0.6066965522403709
462,-AD5PiuJHgdUcAK-Vxao2A,36.1037,-115.13799999999999,0.02602605923440849,0.6531820347845488
465,-ADtl9bLp8wNqYX1k3KuxA,36.2716,-115.26799999999999,0.010222231785781152,0.7233507976847804
468,-AETcObKttrnDvksrppnLA,36.144,-115.196,0.00027782408179140967,0.12847845406481248
473,-Ag8JiHlShYxx0KBHZfXVw,36.0911,-115.241,2.478642712161376e-05,8.836685143333333e-05
474,-AGdGGCeTS-njB_8GkUmjQ,36.1437,-115.14200000000001,0.00040175621739947854,0.8656055621250001
497,-Ao1BuPOWM-Eb6F_M27fNQ,36.0842,-115.287,8.055588814524472e-05,0.9844769866666666
507,-aQJUU104Sc9vuAV_EtXrA,36.1586,-115.15,0.00026584015756130086,0.7850633644999999
514,-AUh0iDyhLV6OfXloHPl0Q,36.1701,-115.141,0.0004883040676597777,0.39064204631555555
520,-AxKgZHxyV-oBBHNyOESAg,36.0752,-115.205,0.008354540142075595,0.9692314266666666
542,-B1PzLYsOSL9rda--Wr7tQ,36.0419,-115.185,0.0005327035384493467,0.9684356725
545,-b6ANE1W9ZH0g3EdQl7Hsg,36.0429,-115.152,0.001772082161349968,0.6312730707563352
549,-B9eO9xH6yTU93_BEWUhmA,36.0457,-115.31299999999999,0.00013591605983817766,0.998979514
553,-BAOJ8aA5MCrYx_tQUyZHg,36.1101,-115.17399999999999,0.0017989150351250716,0.788056418875
562,-BddEiLOykIwvIafAVGFnQ,36.0559,-115.281,0.00022225926543312778,0.9962942157142857
568,-Bf8BQ3yMk8U2f45r2DRKw,36.1957,-115.24700000000001,0.020577784939162045,0.675302300811825
569,-BFKA4HVeRoR1uObH0JpJw,36.2187,-115.243,0.0015142804125572113,0.7198664255772728
583,-blcoBWe_z8B2I9XVESvjQ,36.1249,-115.135,0.0001239321356080688,0.5228160286666667
585,-BmqghX1sv7sgsxOIS2yAg,36.1216,-115.145,0.012994014085429564,0.6906476084334677
589,-boDId8zTvrgPwdlYYpWzg,36.15,-115.333,0.000450919782312008,0.30670343241150005
592,-boNHP3clSwzToiLWQrBUQ,36.1579,-115.31200000000001,0.0010321729516778373,0.710391182566875
593,-bPAFwn67UqH07aw7kLsQg,36.1981,-115.28200000000001,0.000858667961826541,0.8687141609375
606,-BS4aZAQm9u41YnB9MUASA,36.1429,-115.28,0.004583147815154223,0.8982685679699229
607,-BS5c6tvU9gc3JAwopiXtA,36.1697,-115.124,0.0007163506505426107,0.7046299043333334
620,-Bv-HHUs8aHzDrdWcZHn8w,36.1162,-115.175,0.004038869641805466,0.4331237416560272
629,-byybpV9bP2k0aJ6-WhiBA,36.1073,-115.177,0.003207239198419377,0.9170757598478261
641,-C8sSrFqaCxp51pyo-fQLQ,36.1231,-115.28,0.008482360526325295,0.9056919908242171
644,-CbDQXiuKzPQ0_jiUz03aw,36.0719,-115.10700000000001,0.004910487484368928,0.7051228721756
649,-Cc-TvbgYzD1rhNRSIuMfg,36.1161,-115.294,0.0009755849119928103,0.948776098
650,-CC1wZQ19hO3ol2JDeGA3w,36.2198,-115.25200000000001,0.0009076268820737213,0.9417732804736842
652,-CdstAUdEvci8GeJG8owpQ,36.1362,-115.17299999999999,0.0003214049739195828,0.9932281271428571
655,-ceHkPLJvaeNEPMQYIOQwA,36.1085,-115.12,0.0012500774123187027,0.6790155953454545
656,-cEm3lF3pLuVNJvT9mV4Dg,36.2995,-115.279,0.0036571357574046405,0.793912174538854
669,-CHzSNANra-TCIWYFfpR0Q,36.149,-115.333,0.007050011247750837,0.4539472793889612
690,-cOVyWUJlasj-wpMAaWwvQ,36.0126,-115.12,0.002038536252907316,0.8098976274155295
695,-CQokjildrY7UZezXCdEBw,36.1714,-115.245,0.002421293360634886,0.9614197034843902
711,-CWrMIPVlrnKlX3iUFW_SA,36.1944,-115.305,0.001099107758270181,0.6344249458588999
714,-cxD1NimFldATDUsN-oa3A,36.1027,-115.20200000000001,0.0017371536119863864,0.2866903372031296
715,-CXghG-nW759EIaMRVh_eg,36.1356,-115.23,0.00011112963271656392,0.7978060141000001
722,-CZwX0Fy14DGCY_2aFkhKg,36.1269,-115.242,0.00022266855476382578,0.6273748539999999
731,-D6sOOfxh-3n0C8uQiN6Hw,36.0161,-115.118,0.00015450588017938796,0.6369131080000001
750,-dGORHtjPRnQzTZ2-SYa_g,36.126999999999995,-115.16799999999999,0.0016871714684124606,0.304390967624
764,-dKdgwCCnrg8KxX0W4JUbA,36.0868,-115.111,0.00044451853086625555,0.89894274054
767,-DLxOk2wZblIJ_8uLugQUQ,36.2376,-115.21,0.00030261050891302346,0.95048599625
779,-DQqRhwnSUB1hGHqaKk6wA,36.0802,-115.15299999999999,0.002407876923747334,0.8056270494043478
784,-dRVXZ4DI5rEpQNGLhVaxA,36.0417,-115.12200000000001,0.0003333888981496916,0.8849277673666668
802,-Dz-yOxJ8OQpbNdDGWym9A,36.1697,-115.124,0.0003333888981496916,0.9955926755555554
807,-e02KD5YfxyQhghDYAmaoA,36.0367,-115.23,0.0,0.9997841833333333
810,-e218HfQvrFn6dk6zZyH3g,36.1022,-115.20100000000001,0.000353001941817647,0.97840836
822,-ecWOYxCL9GC80_aSqHBAw,36.1421,-115.209,6.19660678040344e-05,0.4453011006866667
823,-ed0Yc9on37RoIoG2ZgxBA,36.1688,-115.14,0.11774389315201204,0.7698445055097677
845,-ElDqujEn1u64ynQr0bX7g,36.1299,-115.228,0.0005124765607853444,0.8318906946333332
846,-emIw7Lm6GLgsRNlGz3pog,36.1735,-115.316,0.0030417153505166925,0.9815329585714286
853,-EohS3nXZGl6odE9Lx5BSw,36.1008,-115.054,0.0007301763767608607,0.297910422489375
855,-ePLgQ_afOTW1STxD-2RIA,36.1065,-115.29799999999999,0.001994341426783096,0.9096007798447366
860,-ErwgUmZ1-jHW_rSu55jlg,36.1962,-115.258,0.002485101230427061,0.8090121414375
862,-eSyre8QQmcIj4wb0uIdmQ,35.6157,-115.387,0.0,0.92977212
863,-et-7p5N-zUymdxsKKLnjA,36.1587,-115.213,0.00022225926543312778,0.5736453493314285
872,-eV1cihbyzpyEK9vtrxefA,36.1154,-115.111,0.00018528426941605614,0.2868463312648
875,-EWJNNVi_3xHjwPfgYDvGg,36.1492,-115.244,5.5564816358281944e-05,0.9993766625
903,-f951Cpt-bAHnURX5ev3BA,36.067,-115.251,0.0003457821117104985,0.22635777542088892
915,-FcZY7a7qgxTUlTvwuyJnQ,36.1551,-115.335,0.0169739300625913,0.5221699063776495
919,-fFd82efWwJRY0m3YV2Pig,36.0711,-115.291,0.00011732623949696734,0.2353832676
923,-fHresyUr7G05hV3CRJj8w,36.028,-115.119,0.0007409324329988755,0.933378534125
934,-FlrlELIGmCqdt_JxbdFgg,36.1938,-115.305,0.0005626633490246188,0.4500077115135555
938,-fmWDGsNB-Ufa5wZfuNXOA,36.0881,-115.243,0.00026563551289595185,0.23204794213942856
940,-FNquqGseSCVMWo7KbK-Tg,36.1071,-115.137,0.01479234803076414,0.5996818341958765
982,-G0puEUvJJo1IxwIvYtXPg,36.135,-115.189,0.00240188496163228,0.9685822835526666
991,-G7MPSNBpxRJmtrJxdwt7A,36.1471,-115.064,0.002279589983347002,0.54685768844185
993,-g81bxMqgpfJQHUSDDljjg,36.1125,-115.12899999999999,0.0014095520312863998,0.5289981412473685
996,-G9DFmuokdYk_H35ezRkAw,36.1213,-115.17200000000001,0.0004575256784231095,0.8511679110783126
1007,-GDmL5qxpwwoiM77SvNqxQ,36.2106,-115.28,0.0003581753252713053,0.6575101228877779
1010,-Gg1YBUAseVfNYb7d_9uDQ,36.0782,-115.244,0.00013591605983817766,0.8222854459999999
1025,-gNGk0SIbdBNSRBrzQAeSA,36.18,-115.14,0.0014077102292982587,0.9081404098821427
1055,-gx4-wJT_n7ufN1RsrDG2w,36.1136,-115.141,0.0021632869671767804,0.2859946381257667
1056,-gXDD2oSHBDA3zgjX6g9pQ,36.1452,-115.08200000000001,0.00042613335519039433,0.7061757787660001
1061,-g_3XHnCdchIchtC-le2tQ,36.1098,-115.17200000000001,0.0016698095160633446,0.7572335596105264
1069,-H49o1OyiCgTsLjsiDNISA,36.1962,-115.061,0.00021626730331807332,0.018332728496
1075,-h6bVDP9YrQ0Pa22CpEQDQ,36.0947,-115.20700000000001,0.00045071513764665896,0.34920181138272727
1076,-h6tY3fsqgi1NTpSLU9OWw,36.1272,-115.28,0.0020416059228875513,0.7891282669473684
1078,-H6_7u1-hr6wgPP-CZ7iVg,36.1819,-115.26100000000001,0.0017225093071067405,0.005954717957588235
1081,-h9-bhxjbOH9nuvzExRbag,36.080999999999996,-115.22399999999999,0.0001666944490748458,0.9328051866666667
1088,-hcBecAaOJmfMi8oX6-CYA,36.1586,-115.316,0.009016553844252016,0.738671933588719
1092,-heiUEHVRPHo5xaAE8vwTg,36.1065,-115.29799999999999,0.0008396688521546326,0.9435993611666667
1097,-Hfh0LdzkAPVfZUwRKNzJg,36.119,-115.176,0.0008716751093833947,0.799844321846154
1099,-hFwTM7hZPWfk-7rBqHkWw,36.1089,-115.27799999999999,0.0009885920595496642,0.876891342082353
1109,-hKfhVhsNkTPHKWEZHKDig,36.1239,-115.279,0.00329045546721416,0.5435754058649152
1130,-HqEWTmVz0Gv9xXxEt3dsg,36.0812,-115.211,3.717964068242064e-05,0.9540255000000001
1131,-HSe4xoW0fQADWUuMA6uSQ,36.135,-115.27799999999999,0.0005002879918898865,0.890169535309091
1132,-hsFN8VQvH26M0WZ3k1Wtg,36.1103,-115.175,0.01774032012352777,0.4678664361114488
1138,-hu5mnjIjnTWyCQIGDL_Iw,36.0357,-115.15299999999999,0.00955320289816293,0.9020006833202134
1144,-hvteS1hY_u4mLl0Ldkp2A,36.1697,-115.124,0.0,0.9711157
1147,-HX9QwGulN-oKsXsbjqBMA,36.0923,-115.204,0.0005062799540049409,0.7214554111191668
1153,-HZ2VmNnnrH1tp-yKyhdNA,36.121,-115.17200000000001,0.0005126812054506933,0.9876134536363637
1156,-hzQQ8tbXThpp0k5E_y1Dw,36.1039,-115.169,0.004709126397415782,0.4404612677839243
1158,-I06hkMFrX0KBqu61ik1YA,36.1953,-115.15799999999999,0.0002848392672332092,0.9561709
1160,-I0sOY8Wh4-oeIZmCU0rlg,36.0035,-115.294,0.0009586322489743919,0.3970724800892967
1175,-iBk1_3M_efQtY6Bcygp5w,36.1337,-115.085,0.00036457657671705787,0.8315352163875
1178,-IcHkc7uWC8dHGlAOK4sJw,36.1153,-115.225,0.003538990939246277,0.6679332309768031
1181,-IczP4cyoTyxL6hi8-Dj_A,36.1836,-115.06299999999999,0.00011112963271656392,0.896055136
1183,-IE1pvSbGYL1YVrk-ct8PQ,36.1648,-115.146,0.00039515032128837707,0.7962668644944
1187,-ifVnqwrgCE3Nc4svkJDMg,36.1097,-115.17,0.004775390003192146,0.1457140044673636
1188,-iFvYhgysvjkxckCr42NRw,36.1436,-115.20100000000001,0.011751770437214057,0.7248062624547035
1196,-IjrK6GWJKsYDjjDqOK34A,36.1428,-115.225,0.0,0.9946058766666667
1198,-ilCufjKjeswCLyIrCtuqQ,36.116,-115.171,0.012936550200263209,0.4957128158615031
1206,-INdswGdyRyy72xXHalNbg,36.1255,-115.195,0.016869291792345968,0.49801719463849303
1210,-ipc5f0XiXwH3hbNnro54Q,36.1551,-115.335,0.01853737404006104,0.686809900134502
1234,-IWsoxH7mLJTTpU5MmWY4w,36.1266,-115.198,0.08595681541279328,0.6680378977410601
1249,-j-59yXHCTNipMNPUqosug,36.029,-115.13600000000001,0.00012971945305777422,0.9980339559999999
1258,-J3xA1l4Lj2dZ90Nrn-H_w,36.1108,-115.119,8.035124347989571e-05,0.6362410541831999
1269,-jaX1hGZuerfwcNltMF_fg,36.0645,-115.249,2.478642712161376e-05,0.38262473906666666
1270,-jbwk9eHpx-oecsOePTdqQ,36.1703,-115.145,0.0024561646431785346,0.6476408658254728
1277,-jEyZSptICvvaNhuur9rUg,36.1378,-115.165,0.000760545476666831,0.2744351000195818
1279,-JfncbVURtvuzBbof40o1w,36.1048,-115.175,0.009074779041259836,0.31268867954107954
1281,-JFVxwdVQfX207554dx1nw,36.0107,-115.137,0.010887871825113924,0.5669816059166074
1282,-jGA3ADqqv0PyB7Mbo-Zsw,36.0206,-115.509,0.0036523716632816798,0.8471110751119452
1295,-jiwC8HupAjqlVOl2Xym8w,36.1103,-115.26299999999999,0.0,0.9680950033333334
1299,-jkgt1MBpgquHNiZrjBtyw,36.1022,-115.054,0.0007855365484537938,0.5036487043961301
1308,-JnDA7yjwbB4FYB6pR5vkQ,36.1933,-115.306,0.00047550156476827276,0.6749548643200001
1309,-Jo0rJr2mZxBVgaJqDs-TQ,36.0987,-115.13600000000001,8.035124347989571e-05,0.29737701037500003
1310,-jOc24VHOIKk0BgxNVXWmg,36.1436,-115.249,0.0002718321196763553,0.07217220960857142
1317,-jrkfyxGmjfBpqdOrLVTAQ,36.1605,-115.321,6.19660678040344e-06,0.9942514666666667
1327,-JVDtKPtvYeL0lW5p5vU6w,36.0271,-115.15299999999999,0.00751686046975452,0.17167244622377173
1330,-Jx2rd2rH7MlWfb9RMtCFQ,36.1436,-115.125,0.0013647432711661328,0.5753716240003846
1331,-jxAq6fuJBIv9hAp-jugQw,36.1542,-115.154,0.00041374014162958735,0.993166658
1342,-K-yluljEQY_eN6sRYZu4Q,36.148,-115.162,6.176142313868539e-05,0.900965635
1353,-K82LBrI3H0FVuhTbNDpRA,36.0425,-115.15299999999999,0.02100797834345387,0.591601573661897
1359,-kbPPBNsIPDfMfgUGO7QhA,36.029,-115.119,0.0016444091549456836,0.678745964155909
1366,-kFyzXRzOlyoL4NyzoVkMA,36.1295,-115.17299999999999,0.0001237274909427198,0.467638552125
1378,-KjiHySwXNCreoD01z-irA,36.0709,-115.12,0.0002842253332371622,0.0038031983084934285
1387,-KO6zDZn1t3vLl0xY21aug,36.0431,-115.242,0.0034290891745218073,0.6581553858335384
1390,-kOjkFLJ_YcCos0LaGDaTw,36.1438,-115.113,0.0003092164050241249,0.5056839805965
1397,-kSEnfC6lz72p4_gh4FhgQ,36.0966,-115.189,0.00011112963271656392,0.996112686
1399,-KSQaCB2D4mLIugRdUk1kw,36.1803,-115.205,4.3376247462824076e-05,0.0005930224366666667
1407,-KUOQZxJqGjf4NfK3j43tQ,36.0831,-115.149,0.0009462390354135849,0.5635723296081666
1421,-kZDhSkeep5fltrx1UA2Mg,36.1645,-115.15799999999999,0.00013632534916887566,0.6948743666666667
1439,-La3NIJ2du3RE-Ld6G8SUQ,36.1569,-115.155,0.0,0.33353105088490004
1442,-LALjqpjMrdq4GYEXXPrTg,36.0748,-115.242,0.0011794590017500765,0.8453137520565217
1458,-Le6cwbZL4tDZwNHwipfKg,36.1177,-115.155,0.02548861602445057,0.8295117627161448
1460,-LeLsUam5SDgDK1Y7CPWsw,36.1015,-115.296,0.00011732623949696734,0.99979706
1461,-leM8v_oCbtzTthTln-YHg,36.1302,-115.137,0.0015336888115598177,0.4566280070518889
1462,-LeNW99PZFMYJSX5fJ9Fwg,36.1365,-115.18299999999999,1.858982034121032e-05,0.3748462143333333
1470,-lICo3m4vCdCUK2wmEsjPA,36.1084,-115.137,1.239321356080688e-05,0.010990110176000002
1477,-lMeM9UD-T8p3jQPQX5z9Q,36.1842,-115.206,0.00012992409772312325,0.9863410900000001
1481,-LmxQLtHixUTeQkk5G-gTw,36.0712,-115.132,0.0008150870696983678,0.8226818245411766
1482,-LMycE26AortJDsbc8oXOg,36.1965,-115.26,0.0022566453582135303,0.38682230052765004
1486,-loXev0gFJd--EEneeIPgA,36.1739,-115.125,0.0001666944490748458,0.7766702786666667
1494,-LTgv3sf1KVXJoBlyE76JQ,36.1473,-115.167,0.00022225926543312778,0.7047317283742858
1512,-LyGT6bztmvWd3_pa93YDg,36.1139,-115.28,0.0003154130118045284,0.5147310027166666
1513,-LyQtaRXJNjyus5TxvN2bg,36.162,-115.14299999999999,0.0005556481635828193,0.47918683193793843
1514,-lZ9w5Hd5YlmqcTdnzztvA,36.0103,-115.12100000000001,0.006234981444872404,0.9551157548722728
1517,-LzUYsR54hd8cCiYXTquRA,36.1027,-115.20299999999999,0.028951848013880118,0.4619248496253532
1522,-m3NzRyob88MzE5jZPnsUg,36.1442,-115.23200000000001,0.0009834186760960056,0.9403270941666668
1527,-m8hXQJQ29znUIy4NFlvHQ,36.2182,-115.095,0.00019168552086180863,0.38999642583000005
1529,-M8Yt36x3RoC9YuD3NoMrQ,36.1332,-115.119,0.00017289105585524924,0.05877399614316667
1533,-MAbkFAoiVwuT6CbEJ3k4Q,36.0721,-115.182,0.0011383338456060915,0.5009514329894416
1539,-mCJVth58q_xMnob1vY2PA,36.0979,-115.04799999999999,0.0005186731675657476,0.5480951658666666
1543,-mdfZf8vUyBeDamD8dZ5uQ,36.0524,-115.169,0.0013054375840116355,0.47586290273271376
1547,-MeuB47l8juXTDwROY1vag,36.233000000000004,-115.24700000000001,0.0014139068360786624,0.8368602901785714
1549,-Mf0CFPTbRFg0Y-Kjd0MHw,36.1697,-115.124,1.858982034121032e-05,0.31282649002333335
1556,-MGXBW5WDtKeJZvfgYEVsw,36.1772,-115.241,0.0005062799540049409,0.21486534949716665
1559,-mhBbHbh5T_hxKZUYfdexw,36.1497,-115.07600000000001,0.00017309570052059832,0.819255074
1560,-MhfebM0QIsKt87iDN-FNw,36.1129,-115.178,0.010299808114971644,0.6671671316834983
1564,-MJWwqjN3zI9letU3PRh0A,36.1255,-115.137,0.00016090713162514043,0.916505365
1570,-mLGVF1rNoeMz6q0vnrpPQ,36.0718,-115.285,0.0003773790796085628,0.9829091133333332
1573,-MMEAIqtW-qa7roTxbhrVQ,36.115,-115.204,0.00013591605983817766,0.58975599974
1575,-mN7z9oY01Mh_-dwTyzpqg,36.1157,-115.3,0.008540733101178529,0.5351108186878365
1576,-MnePAaYtfG7Ecc8sYbgVA,36.2165,-115.243,5.5769461023630954e-05,0.16402144398333332
1599,-MwAxDEDeWxN2Mj9U0Rzww,36.1101,-115.17299999999999,0.0006359994070627152,0.7890846446071429
1601,-mWeVzSDLaHyhTFaGoZtuQ,36.1229,-115.169,0.012283278951876858,0.7768533850997675
1604,-mWzJI5FoqcUYAA-FV_cag,36.0497,-115.279,0.006581672246269782,0.6825320785517242
1606,-mXOCQO2OHPP8pYn3j4wVw,36.1704,-115.333,0.000929286372395167,0.8605707875
1613,-N2jm_HEtODDm0jHvHCS7g,36.2199,-115.25,0.003076701166700207,0.6768735845586318
1617,-n3WzO44TqTq4ntzz_gbxQ,36.175,-115.13600000000001,0.0,0.6667069302866667
1618,-n8PaipyFGNUJE4xlnrOAg,36.0319,-115.13799999999999,0.001105509009715933,0.3427921728772048
1625,-NbgLLCfhq8gMZkYrq5OTw,36.1148,-115.27799999999999,6.176142313868539e-05,0.08878814675
1640,-NJlfv14ICeIxo-Jtz0u5w,36.1143,-115.134,0.003838474511359132,0.617068452483814
1641,-NjZ5HZApXjRJaTVZeSO_w,36.203,-115.241,0.0015262643367873199,0.7590981444981934
1642,-nKIDHXa5H23rq8d6KGT_Q,36.0908,-115.177,0.010971669183699205,0.5086567880835127
1647,-nMcM-E6I_pyxvdyqCRzhw,36.1679,-115.041,0.00017908766263565268,0.99601225
1656,-NqDorxXXGIvXGYfhMmBNg,36.047,-115.18299999999999,0.0006733836924104848,0.5894394725000001
1657,-NR4KqS6lHseNvJ-GFzfMA,36.1517,-115.15299999999999,0.008890722639835875,0.8235313022047197
1659,-NsIO9AUNEmbsxdUORtfAQ,36.086,-115.243,0.00029661854679796906,0.9970854728571429
1666,-NVarOq5E4htuA3Q3OEUnw,36.2211,-115.329,0.003217790609992043,0.6750770083819454
1668,-nYB-fMXn2i_hcyQ6lY9oA,36.055,-115.169,0.00013612070450352671,0.79891414
1674,-N_agk8RUHvHk3GVDsyunQ,36.2232,-115.083,0.00400475967110328,0.7791478259584728
1681,-O1zA2zZQRp-Ct8c8Mns5Q,36.1085,-115.06299999999999,0.0003829617523929192,0.6667557669666667
1685,-O47e7AAXznef_xvF3RL3g,36.1004,-115.132,0.0015130525445651176,0.8183027434450322
